time_s,hombro_fe_X,hombro_fe_Y,codo_fe_X,codo_fe_Y,muneca_fe_X,muneca_fe_Y
2.950000,59.5260226211,4.4335318264,36.8163270242,2.7650359639,19.3851067005,2.3550390625
2.960000,60.2263989784,4.2773412651,36.8530103181,2.8071615168,19.1672223719,2.4663305014
2.970000,57.7200618388,4.0099273597,36.4073808683,2.7713483919,19.4333966719,2.4281365513
2.980000,55.4033588924,4.1169786692,36.4087205845,2.7029431837,19.7075655680,2.1236699946
2.990000,55.2344242370,4.2876998815,36.7546168444,2.7117241710,19.9224121392,2.1514982224
3.000000,57.8042190837,4.0041045605,35.9196733426,2.5688797190,19.7597021951,2.2581771963
3.010000,60.6455337991,4.1020559725,36.0678310968,2.5100855240,20.2253296670,2.1978077223
3.020000,59.9042371141,3.7403565191,35.7394301367,2.5018125129,20.1565414575,1.9919063909
3.030000,57.2189502801,3.8025599647,35.0674611847,2.5330405873,19.7397115678,2.0652922830
3.040000,54.6212637919,3.6904405582,35.2305218473,2.3287046449,20.1101743398,1.8458285672
3.050000,55.3817153919,3.5599309591,35.2930473188,2.3022188907,19.9951738925,2.0289561332
3.060000,59.0582357420,3.6834222629,34.5038116993,2.4534878058,19.9997732748,1.8101891280
3.070000,60.1984665272,3.7321114980,33.7773508843,2.1273073371,19.9786430513,1.9745355577
3.080000,58.6577535548,3.1242074304,33.7713948537,2.4898821902,19.9946111315,1.8758926199
3.090000,54.3331317348,3.1651426912,33.1535510969,2.2265895793,19.8302233159,1.6919907091
3.100000,53.8865660445,3.2446841017,32.6124761519,2.1925755567,19.7405986840,1.8631230015
3.110000,55.1601578145,2.9225876694,32.1181010886,2.0525950093,19.3175520357,1.7810268567
3.120000,57.6222709789,3.3994066347,32.4841423004,1.9667153986,19.7087713382,1.6383600919
3.130000,56.6805840651,3.0388820504,31.0955869909,2.3245918447,19.4149988006,1.7502377176
3.140000,54.0450614708,3.0591207762,30.5119688804,2.0939273194,19.2157170955,1.4312391179
3.150000,51.4448649117,3.1062715234,30.5326231535,1.8840916827,18.9820680741,1.6986721133
3.160000,50.7558906149,2.9548969826,29.6626651028,1.9959707827,18.7532629850,1.6984792530
3.170000,53.9406452873,3.0344184979,29.1108928606,2.1143657382,18.7549029521,1.6859274955
3.180000,54.9963555803,2.8375728312,28.7398820318,1.9369117200,18.3181436139,1.4721664111
3.190000,53.8291193246,2.7298767330,28.2027504533,1.8290438784,17.8925410701,1.5150976474
3.200000,48.8936356790,2.6176659977,27.4052017518,1.9081666907,17.7818629656,1.5106802659
3.210000,46.6987861798,2.5646192601,26.9345449453,1.8299677087,17.6324310484,1.2898406761
3.220000,48.2025066784,3.1189477389,26.6007928589,2.0560365721,17.2839384924,1.4086022303
3.230000,50.8918020239,2.7229557844,25.8468776698,1.9572907746,17.2392976959,1.4078153223
3.240000,50.2646496925,2.8316908215,25.4139686416,1.9828126156,16.7451086472,1.2667806536
3.250000,47.2101133419,2.4261681261,24.7498521971,2.0696137464,16.6297355311,1.1942133731
3.260000,43.1124704479,2.4940110084,24.2076313370,2.0410933353,16.0959270280,1.2166859378
3.270000,42.2677126155,2.5807239235,23.6291740995,1.8984139022,15.8327962427,1.1986427724
3.280000,44.9888914404,2.6648179755,23.5021635694,2.1455436247,15.6006672684,1.3956499535
3.290000,47.0065262529,2.6366264037,22.8635194385,2.0069595253,15.1824247111,1.3556160519
3.300000,44.1626829194,2.6893656345,21.7467988143,1.8790379191,14.6505834027,1.2605226196
3.310000,40.3902701395,2.4041257159,21.4840298931,1.9818795045,14.4454038061,1.2255915383
3.320000,37.6423032092,2.4058179977,21.2031661061,1.9337101573,14.0328945087,1.1563748513
3.330000,39.2782593437,2.5928951705,20.5930929384,1.9507570133,13.7376637952,1.2568618573
3.340000,41.3009206197,2.5606376179,19.8305874544,2.0435911300,13.7340812644,1.1187569915
3.350000,41.6711667098,2.3777870132,19.9585472378,2.0571206066,12.9570678560,1.1464409848
3.360000,38.3911553140,2.5344921106,18.8726159438,2.0011143354,12.7791292085,1.2871054278
3.370000,34.2870936802,2.6839488354,18.5317060928,2.2534663916,12.1845935001,1.3123228345
3.380000,33.4141304012,2.3760532735,17.9304341699,2.0368238182,12.0750340423,1.1586306375
3.390000,35.7039248168,2.6588972944,17.5754807827,2.2264378415,11.4035482069,1.1495870736
3.400000,37.0409121754,2.4659324258,16.9667665592,2.3227169263,11.1096078434,1.0553512081
3.410000,35.9030038127,2.7517542897,16.6556980910,2.1870547738,10.7453696564,1.3649231019
3.420000,32.0024256988,2.7509488202,16.3194504765,2.4688802160,10.4242173782,1.0762082407
3.430000,29.0622270060,2.8015689733,15.8607035664,2.3461801938,9.9421590228,1.2616067505
3.440000,29.6604231373,2.6029670635,15.4332990186,2.2440615786,9.1858512320,1.2295725307
3.450000,33.0062848476,2.6840716220,15.3287217531,2.5846353501,9.1362646433,1.2215726753
3.460000,33.5128224343,2.6203588140,15.4658773450,2.3163139636,8.8400241409,1.3042434654
3.470000,29.8117319454,2.8336167779,14.9290251228,2.2687050977,8.2794765644,1.1510291293
3.480000,25.9477005833,3.1940874488,15.0323942741,2.4813523554,8.3317169572,1.3844988804
3.490000,25.1501701784,3.0303006595,14.3660719951,2.5577665453,7.8714123956,1.1848597321
3.500000,27.8286058770,2.7970879880,13.7844359447,2.4675163704,7.4954001544,1.4436288393
3.510000,29.1212151695,2.9997326998,13.5053743830,2.8962053267,7.0469185863,1.4881212500
3.520000,28.4437877399,2.8756703915,13.1857644861,2.7841620687,6.7268954192,1.2853598567
3.530000,24.9732859321,3.3153782098,12.8746615641,2.7327150885,6.3620915570,1.4246100872
3.540000,21.4627031605,3.1633087287,12.9337381164,2.5880826440,6.7100620020,1.4010677189
3.550000,22.6716313449,3.0809223065,13.0369689106,2.7716475718,6.0289993073,1.6225512037
3.560000,26.5182694823,3.2328407964,13.1598002007,3.1397318697,5.9155319215,1.4915840780
3.570000,26.8213579215,3.3533365849,13.0513589403,2.8604865878,5.5513965587,1.4820686207
3.580000,24.7803335221,3.6490037901,13.0019077252,3.1074702774,5.4569435501,1.5612254008
3.590000,20.3342495645,3.3436988460,13.1670945401,3.1127892799,5.1512310406,1.6450876976
3.600000,20.2718315506,3.7929563135,12.8075400078,3.1081739505,4.9892398168,1.5565330007
3.610000,22.0507956656,3.7783662674,12.8757362312,3.2579455189,4.7493260801,1.5739107768
3.620000,25.0443039679,3.5842185464,13.5474007819,2.9320181033,4.5150957400,1.7758729503
3.630000,24.7461893425,3.6950117975,13.3411567929,3.2011590292,4.2621531885,1.8042955595
3.640000,22.0282970032,3.8584903596,13.5880022265,3.1343982921,4.5383649944,1.8539496703
3.650000,19.1165051079,4.1095876151,13.6743139617,3.2423426055,4.3870328653,1.7290378975
3.660000,19.8936386845,4.0346398234,13.7774538171,3.1987264337,4.2599856386,1.8153793249
3.670000,23.1467367142,4.3092412674,14.2496897757,3.2445056664,4.1453650507,1.7054855174
3.680000,25.5173608178,4.0108322389,14.0317706511,3.3455800024,3.9809734235,1.9821777930
3.690000,23.9260218412,4.1762768918,14.3708198342,3.6714691053,3.8721690048,1.9777291592
3.700000,20.1756654683,4.4629597648,15.0640134399,3.5414448474,3.8646010366,2.0334678381
3.710000,19.2087915375,4.4263233282,15.0197234890,3.4885714647,4.0668120175,1.9845712526
3.720000,21.8623138639,4.4030789019,15.6610777530,3.6012744528,3.8157729618,1.9070929993
3.730000,24.9966625628,4.4195191690,15.9675585356,3.6492003370,3.8303791715,2.0361037700
3.740000,25.8977444764,4.6787685220,16.1257440218,3.6093775902,4.4398977940,2.2129579019
3.750000,23.4490650854,4.6098862314,16.4849084010,3.7477855826,4.0147842401,2.2373649958
3.760000,21.0386046755,4.5015444724,16.7809693249,3.7897128502,4.3549020622,2.2903802433
3.770000,21.6131616462,4.9894388924,17.4939174776,3.7743024937,4.3906165916,2.1105765280
3.780000,25.4174129596,4.9097554698,18.3273083714,3.7569974978,4.4395287647,2.1926378832
3.790000,28.3599219221,4.8273685022,18.8340916754,3.7977202781,4.4708545039,2.3100235120
3.800000,27.1087830743,5.0309682807,19.2355804824,4.0366155843,4.7210605523,2.3169144419
3.810000,23.9932130797,5.0335708709,19.4002865529,3.8913949715,5.0350582897,2.5420943634
3.820000,23.0462449288,4.9805581137,19.6337739878,3.7433685459,5.1427093809,2.4711468689
3.830000,26.3077359448,5.2877859318,20.0466082433,3.8689526638,5.3164612291,2.3650484526
3.840000,30.1916142405,5.0166277123,20.3357078784,3.7930266315,5.7092643023,2.5855857146
3.850000,31.5129243026,5.1116968495,21.1885581833,4.1057501877,5.8412982767,2.3734822852
3.860000,29.1602141749,4.9955196755,22.0204861159,4.0772194997,6.1700381665,2.5772491851
3.870000,26.0725438315,5.2923870783,22.1637425440,3.7402843439,5.7594220064,2.6356193369
3.880000,27.6169899420,5.0072691437,23.0276132853,4.0186689110,6.6215443457,2.6083929185
3.890000,31.4277879007,5.3411431446,23.6695801172,4.0499669097,6.5584896593,2.5440645225
3.900000,34.9286520570,5.3488227859,24.4726594800,4.0040008758,7.1762313650,2.5840281328
3.910000,34.1060960574,5.1129543510,24.5991504272,3.8966245578,7.6085717703,2.6099444184
3.920000,31.9698781683,5.6927645713,25.1729267657,4.1537797916,7.5999671897,2.5134305380
3.930000,30.2678221906,5.2012695665,26.2461275165,4.0966391203,8.1908041382,2.8062477732
3.940000,33.6384472475,5.3029357849,26.5341614088,4.0725500807,8.1147264968,2.7393407575
3.950000,38.0035126035,5.4130801298,27.1297066519,3.9913513616,8.3590165621,2.7369543501
3.960000,40.2191649647,5.4934553506,27.3063944640,4.0523276986,8.7706185492,2.6287511268
3.970000,38.4905491870,5.6050001899,27.9188107638,3.8371899878,9.1379196489,2.6849213247
3.980000,35.6870358448,5.5603792894,28.7908972553,3.8277543067,9.7375130803,2.7623516622
3.990000,35.8352947872,5.5030133023,29.1314506912,3.9948055674,10.4115014320,2.6596391206
